srclang,trglang,srcIndex,documentId,segmentId,judgeId,system1Number,system1Id,system1rank,system2Number,system2Id,system2rank,system3Number,system3Id,system3rank,system4Number,system4Id,system4rank,system5Number,system5Id,system5rank,system6Number,system6Id,system6rank,system7Number,system7Id,system7rank,system8Number,system8Id,system8rank,system9Number,system9Id,system9rank,system10Number,system10Id,system10rank,system11Number,system11Id,system11rank,system12Number,system12Id,system12rank,system13Number,system13Id,system13rank,system14Number,system14Id,system14rank,system15Number,system15Id,system15rank
Complex,simple,1191,-1,1191,combined0.3,-1,POST,1,-1,JMGR,1,-1,AMU,1,-1,CUUI,1,-1,IITB,14,-1,IPN,1,-1,NTHU,13,-1,PKU,1,-1,RAC,1,-1,SJTU,14,-1,UFC,1,-1,UMC,1,-1,CAMB,1,-1,src,1,-1,NUCLEA,1
Complex,simple,285,-1,285,combined0.3,-1,POST,6,-1,JMGR,7,-1,AMU,7,-1,CUUI,15,-1,IITB,2,-1,IPN,7,-1,NTHU,2,-1,PKU,7,-1,RAC,7,-1,SJTU,2,-1,UFC,7,-1,UMC,1,-1,CAMB,14,-1,src,7,-1,NUCLEA,2
Complex,simple,323,-1,323,combined0.3,-1,POST,14,-1,JMGR,3,-1,AMU,3,-1,CUUI,2,-1,IITB,1,-1,IPN,15,-1,NTHU,3,-1,PKU,3,-1,RAC,3,-1,SJTU,3,-1,UFC,3,-1,UMC,3,-1,CAMB,3,-1,src,3,-1,NUCLEA,3
Complex,simple,791,-1,791,combined0.3,-1,POST,1,-1,JMGR,4,-1,AMU,15,-1,CUUI,3,-1,IITB,4,-1,IPN,4,-1,NTHU,4,-1,PKU,1,-1,RAC,12,-1,SJTU,4,-1,UFC,4,-1,UMC,13,-1,CAMB,4,-1,src,4,-1,NUCLEA,14
Complex,simple,1057,-1,1057,combined0.3,-1,POST,13,-1,JMGR,1,-1,AMU,15,-1,CUUI,1,-1,IITB,1,-1,IPN,1,-1,NTHU,1,-1,PKU,1,-1,RAC,1,-1,SJTU,1,-1,UFC,1,-1,UMC,1,-1,CAMB,14,-1,src,1,-1,NUCLEA,1
Complex,simple,1052,-1,1052,combined0.3,-1,POST,1,-1,JMGR,14,-1,AMU,1,-1,CUUI,1,-1,IITB,1,-1,IPN,1,-1,NTHU,1,-1,PKU,1,-1,RAC,1,-1,SJTU,1,-1,UFC,1,-1,UMC,1,-1,CAMB,1,-1,src,1,-1,NUCLEA,15
Complex,simple,1131,-1,1131,combined0.3,-1,POST,3,-1,JMGR,4,-1,AMU,4,-1,CUUI,1,-1,IITB,14,-1,IPN,4,-1,NTHU,4,-1,PKU,4,-1,RAC,4,-1,SJTU,2,-1,UFC,4,-1,UMC,15,-1,CAMB,4,-1,src,4,-1,NUCLEA,4
Complex,simple,1250,-1,1250,combined0.3,-1,POST,11,-1,JMGR,13,-1,AMU,10,-1,CUUI,14,-1,IITB,1,-1,IPN,1,-1,NTHU,12,-1,PKU,5,-1,RAC,5,-1,SJTU,3,-1,UFC,5,-1,UMC,4,-1,CAMB,15,-1,src,5,-1,NUCLEA,9
Complex,simple,1218,-1,1218,combined0.3,-1,POST,1,-1,JMGR,1,-1,AMU,1,-1,CUUI,1,-1,IITB,1,-1,IPN,1,-1,NTHU,1,-1,PKU,1,-1,RAC,1,-1,SJTU,1,-1,UFC,1,-1,UMC,1,-1,CAMB,1,-1,src,1,-1,NUCLEA,1
Complex,simple,266,-1,266,combined0.3,-1,POST,15,-1,JMGR,1,-1,AMU,1,-1,CUUI,1,-1,IITB,1,-1,IPN,1,-1,NTHU,1,-1,PKU,1,-1,RAC,1,-1,SJTU,13,-1,UFC,1,-1,UMC,13,-1,CAMB,1,-1,src,1,-1,NUCLEA,1
Complex,simple,848,-1,848,combined0.3,-1,POST,8,-1,JMGR,8,-1,AMU,1,-1,CUUI,8,-1,IITB,2,-1,IPN,2,-1,NTHU,13,-1,PKU,2,-1,RAC,8,-1,SJTU,2,-1,UFC,2,-1,UMC,14,-1,CAMB,15,-1,src,2,-1,NUCLEA,8
Complex,simple,207,-1,207,combined0.3,-1,POST,7,-1,JMGR,2,-1,AMU,10,-1,CUUI,10,-1,IITB,13,-1,IPN,8,-1,NTHU,2,-1,PKU,2,-1,RAC,15,-1,SJTU,13,-1,UFC,2,-1,UMC,12,-1,CAMB,9,-1,src,2,-1,NUCLEA,1
Complex,simple,334,-1,334,combined0.3,-1,POST,14,-1,JMGR,13,-1,AMU,12,-1,CUUI,9,-1,IITB,1,-1,IPN,1,-1,NTHU,15,-1,PKU,1,-1,RAC,10,-1,SJTU,6,-1,UFC,1,-1,UMC,8,-1,CAMB,11,-1,src,1,-1,NUCLEA,7
Complex,simple,437,-1,437,combined0.3,-1,POST,12,-1,JMGR,1,-1,AMU,1,-1,CUUI,12,-1,IITB,1,-1,IPN,1,-1,NTHU,1,-1,PKU,1,-1,RAC,1,-1,SJTU,1,-1,UFC,1,-1,UMC,15,-1,CAMB,12,-1,src,1,-1,NUCLEA,1
Complex,simple,991,-1,991,combined0.3,-1,POST,3,-1,JMGR,3,-1,AMU,3,-1,CUUI,3,-1,IITB,1,-1,IPN,3,-1,NTHU,3,-1,PKU,3,-1,RAC,3,-1,SJTU,1,-1,UFC,3,-1,UMC,3,-1,CAMB,3,-1,src,3,-1,NUCLEA,3
Complex,simple,510,-1,510,combined0.3,-1,POST,8,-1,JMGR,8,-1,AMU,5,-1,CUUI,7,-1,IITB,1,-1,IPN,1,-1,NTHU,8,-1,PKU,8,-1,RAC,8,-1,SJTU,1,-1,UFC,8,-1,UMC,8,-1,CAMB,4,-1,src,8,-1,NUCLEA,6
Complex,simple,692,-1,692,combined0.3,-1,POST,6,-1,JMGR,6,-1,AMU,6,-1,CUUI,1,-1,IITB,2,-1,IPN,2,-1,NTHU,6,-1,PKU,5,-1,RAC,6,-1,SJTU,2,-1,UFC,6,-1,UMC,6,-1,CAMB,6,-1,src,6,-1,NUCLEA,6
Complex,simple,370,-1,370,combined0.3,-1,POST,5,-1,JMGR,7,-1,AMU,7,-1,CUUI,5,-1,IITB,3,-1,IPN,7,-1,NTHU,7,-1,PKU,7,-1,RAC,7,-1,SJTU,3,-1,UFC,7,-1,UMC,1,-1,CAMB,1,-1,src,7,-1,NUCLEA,7
Complex,simple,40,-1,40,combined0.3,-1,POST,10,-1,JMGR,1,-1,AMU,3,-1,CUUI,14,-1,IITB,3,-1,IPN,3,-1,NTHU,13,-1,PKU,11,-1,RAC,12,-1,SJTU,3,-1,UFC,3,-1,UMC,1,-1,CAMB,3,-1,src,3,-1,NUCLEA,15
Complex,simple,1311,-1,1311,combined0.3,-1,POST,13,-1,JMGR,1,-1,AMU,12,-1,CUUI,1,-1,IITB,1,-1,IPN,7,-1,NTHU,11,-1,PKU,1,-1,RAC,14,-1,SJTU,1,-1,UFC,7,-1,UMC,7,-1,CAMB,15,-1,src,7,-1,NUCLEA,6
Complex,simple,684,-1,684,combined0.3,-1,POST,4,-1,JMGR,9,-1,AMU,8,-1,CUUI,9,-1,IITB,2,-1,IPN,9,-1,NTHU,9,-1,PKU,4,-1,RAC,1,-1,SJTU,2,-1,UFC,9,-1,UMC,7,-1,CAMB,15,-1,src,9,-1,NUCLEA,4
Complex,simple,1049,-1,1049,combined0.3,-1,POST,15,-1,JMGR,6,-1,AMU,6,-1,CUUI,14,-1,IITB,1,-1,IPN,11,-1,NTHU,1,-1,PKU,4,-1,RAC,4,-1,SJTU,1,-1,UFC,6,-1,UMC,12,-1,CAMB,6,-1,src,6,-1,NUCLEA,13
Complex,simple,257,-1,257,combined0.3,-1,POST,15,-1,JMGR,1,-1,AMU,1,-1,CUUI,1,-1,IITB,1,-1,IPN,1,-1,NTHU,13,-1,PKU,1,-1,RAC,1,-1,SJTU,1,-1,UFC,1,-1,UMC,1,-1,CAMB,13,-1,src,1,-1,NUCLEA,1
Complex,simple,1121,-1,1121,combined0.3,-1,POST,8,-1,JMGR,1,-1,AMU,8,-1,CUUI,1,-1,IITB,1,-1,IPN,8,-1,NTHU,7,-1,PKU,8,-1,RAC,1,-1,SJTU,1,-1,UFC,8,-1,UMC,8,-1,CAMB,15,-1,src,8,-1,NUCLEA,1
Complex,simple,1168,-1,1168,combined0.3,-1,POST,13,-1,JMGR,13,-1,AMU,1,-1,CUUI,12,-1,IITB,2,-1,IPN,2,-1,NTHU,11,-1,PKU,5,-1,RAC,5,-1,SJTU,2,-1,UFC,5,-1,UMC,5,-1,CAMB,13,-1,src,5,-1,NUCLEA,10
Complex,simple,919,-1,919,combined0.3,-1,POST,1,-1,JMGR,15,-1,AMU,13,-1,CUUI,1,-1,IITB,1,-1,IPN,1,-1,NTHU,1,-1,PKU,1,-1,RAC,12,-1,SJTU,1,-1,UFC,1,-1,UMC,1,-1,CAMB,14,-1,src,1,-1,NUCLEA,1
Complex,simple,824,-1,824,combined0.3,-1,POST,5,-1,JMGR,5,-1,AMU,13,-1,CUUI,5,-1,IITB,1,-1,IPN,1,-1,NTHU,5,-1,PKU,5,-1,RAC,13,-1,SJTU,1,-1,UFC,5,-1,UMC,5,-1,CAMB,13,-1,src,5,-1,NUCLEA,4
Complex,simple,521,-1,521,combined0.3,-1,POST,11,-1,JMGR,1,-1,AMU,14,-1,CUUI,13,-1,IITB,1,-1,IPN,1,-1,NTHU,1,-1,PKU,1,-1,RAC,1,-1,SJTU,1,-1,UFC,1,-1,UMC,1,-1,CAMB,11,-1,src,1,-1,NUCLEA,15
Complex,simple,46,-1,46,combined0.3,-1,POST,3,-1,JMGR,11,-1,AMU,5,-1,CUUI,7,-1,IITB,13,-1,IPN,8,-1,NTHU,4,-1,PKU,1,-1,RAC,1,-1,SJTU,13,-1,UFC,8,-1,UMC,15,-1,CAMB,11,-1,src,8,-1,NUCLEA,6
Complex,simple,98,-1,98,combined0.3,-1,POST,6,-1,JMGR,1,-1,AMU,9,-1,CUUI,1,-1,IITB,1,-1,IPN,9,-1,NTHU,6,-1,PKU,1,-1,RAC,9,-1,SJTU,1,-1,UFC,9,-1,UMC,9,-1,CAMB,8,-1,src,9,-1,NUCLEA,9
Complex,simple,233,-1,233,combined0.3,-1,POST,10,-1,JMGR,4,-1,AMU,4,-1,CUUI,11,-1,IITB,1,-1,IPN,9,-1,NTHU,11,-1,PKU,1,-1,RAC,4,-1,SJTU,1,-1,UFC,4,-1,UMC,15,-1,CAMB,11,-1,src,4,-1,NUCLEA,11
Complex,simple,710,-1,710,combined0.3,-1,POST,8,-1,JMGR,8,-1,AMU,8,-1,CUUI,6,-1,IITB,1,-1,IPN,3,-1,NTHU,7,-1,PKU,5,-1,RAC,4,-1,SJTU,2,-1,UFC,8,-1,UMC,8,-1,CAMB,8,-1,src,8,-1,NUCLEA,8
Complex,simple,1175,-1,1175,combined0.3,-1,POST,6,-1,JMGR,1,-1,AMU,6,-1,CUUI,13,-1,IITB,1,-1,IPN,6,-1,NTHU,12,-1,PKU,6,-1,RAC,4,-1,SJTU,3,-1,UFC,6,-1,UMC,5,-1,CAMB,14,-1,src,6,-1,NUCLEA,15
Complex,simple,996,-1,996,combined0.3,-1,POST,11,-1,JMGR,11,-1,AMU,4,-1,CUUI,11,-1,IITB,4,-1,IPN,4,-1,NTHU,2,-1,PKU,11,-1,RAC,4,-1,SJTU,4,-1,UFC,4,-1,UMC,1,-1,CAMB,2,-1,src,4,-1,NUCLEA,15
Complex,simple,41,-1,41,combined0.3,-1,POST,15,-1,JMGR,5,-1,AMU,5,-1,CUUI,13,-1,IITB,1,-1,IPN,5,-1,NTHU,4,-1,PKU,5,-1,RAC,5,-1,SJTU,1,-1,UFC,5,-1,UMC,3,-1,CAMB,5,-1,src,5,-1,NUCLEA,14
Complex,simple,139,-1,139,combined0.3,-1,POST,10,-1,JMGR,6,-1,AMU,8,-1,CUUI,10,-1,IITB,1,-1,IPN,1,-1,NTHU,6,-1,PKU,1,-1,RAC,10,-1,SJTU,1,-1,UFC,10,-1,UMC,10,-1,CAMB,9,-1,src,10,-1,NUCLEA,5
Complex,simple,572,-1,572,combined0.3,-1,POST,11,-1,JMGR,1,-1,AMU,1,-1,CUUI,12,-1,IITB,1,-1,IPN,12,-1,NTHU,1,-1,PKU,1,-1,RAC,10,-1,SJTU,1,-1,UFC,12,-1,UMC,1,-1,CAMB,1,-1,src,12,-1,NUCLEA,1
Complex,simple,296,-1,296,combined0.3,-1,POST,13,-1,JMGR,1,-1,AMU,2,-1,CUUI,2,-1,IITB,2,-1,IPN,2,-1,NTHU,2,-1,PKU,11,-1,RAC,11,-1,SJTU,15,-1,UFC,2,-1,UMC,10,-1,CAMB,2,-1,src,2,-1,NUCLEA,14
Complex,simple,513,-1,513,combined0.3,-1,POST,3,-1,JMGR,3,-1,AMU,3,-1,CUUI,12,-1,IITB,1,-1,IPN,13,-1,NTHU,15,-1,PKU,3,-1,RAC,3,-1,SJTU,1,-1,UFC,3,-1,UMC,3,-1,CAMB,14,-1,src,3,-1,NUCLEA,3
Complex,simple,1258,-1,1258,combined0.3,-1,POST,14,-1,JMGR,11,-1,AMU,3,-1,CUUI,11,-1,IITB,3,-1,IPN,3,-1,NTHU,3,-1,PKU,1,-1,RAC,15,-1,SJTU,3,-1,UFC,3,-1,UMC,3,-1,CAMB,2,-1,src,3,-1,NUCLEA,13
Complex,simple,205,-1,205,combined0.3,-1,POST,3,-1,JMGR,8,-1,AMU,8,-1,CUUI,5,-1,IITB,2,-1,IPN,8,-1,NTHU,8,-1,PKU,6,-1,RAC,1,-1,SJTU,4,-1,UFC,8,-1,UMC,8,-1,CAMB,15,-1,src,8,-1,NUCLEA,7
Complex,simple,949,-1,949,combined0.3,-1,POST,15,-1,JMGR,10,-1,AMU,6,-1,CUUI,8,-1,IITB,1,-1,IPN,12,-1,NTHU,12,-1,PKU,12,-1,RAC,7,-1,SJTU,5,-1,UFC,1,-1,UMC,1,-1,CAMB,11,-1,src,1,-1,NUCLEA,9
Complex,simple,175,-1,175,combined0.3,-1,POST,10,-1,JMGR,1,-1,AMU,1,-1,CUUI,10,-1,IITB,1,-1,IPN,13,-1,NTHU,1,-1,PKU,1,-1,RAC,13,-1,SJTU,1,-1,UFC,1,-1,UMC,15,-1,CAMB,10,-1,src,1,-1,NUCLEA,1
Complex,simple,1144,-1,1144,combined0.3,-1,POST,10,-1,JMGR,10,-1,AMU,10,-1,CUUI,5,-1,IITB,1,-1,IPN,10,-1,NTHU,9,-1,PKU,1,-1,RAC,1,-1,SJTU,1,-1,UFC,10,-1,UMC,5,-1,CAMB,7,-1,src,10,-1,NUCLEA,8
Complex,simple,529,-1,529,combined0.3,-1,POST,5,-1,JMGR,5,-1,AMU,5,-1,CUUI,5,-1,IITB,2,-1,IPN,5,-1,NTHU,1,-1,PKU,5,-1,RAC,4,-1,SJTU,2,-1,UFC,5,-1,UMC,5,-1,CAMB,15,-1,src,5,-1,NUCLEA,5
Complex,simple,1206,-1,1206,combined0.3,-1,POST,10,-1,JMGR,10,-1,AMU,3,-1,CUUI,15,-1,IITB,1,-1,IPN,3,-1,NTHU,3,-1,PKU,14,-1,RAC,10,-1,SJTU,1,-1,UFC,3,-1,UMC,3,-1,CAMB,10,-1,src,3,-1,NUCLEA,9
Complex,simple,1241,-1,1241,combined0.3,-1,POST,13,-1,JMGR,2,-1,AMU,11,-1,CUUI,9,-1,IITB,2,-1,IPN,11,-1,NTHU,2,-1,PKU,1,-1,RAC,2,-1,SJTU,9,-1,UFC,2,-1,UMC,2,-1,CAMB,14,-1,src,2,-1,NUCLEA,15
Complex,simple,840,-1,840,combined0.3,-1,POST,15,-1,JMGR,6,-1,AMU,8,-1,CUUI,10,-1,IITB,1,-1,IPN,1,-1,NTHU,13,-1,PKU,8,-1,RAC,1,-1,SJTU,12,-1,UFC,1,-1,UMC,6,-1,CAMB,13,-1,src,1,-1,NUCLEA,10
Complex,simple,568,-1,568,combined0.3,-1,POST,6,-1,JMGR,11,-1,AMU,8,-1,CUUI,4,-1,IITB,1,-1,IPN,11,-1,NTHU,11,-1,PKU,7,-1,RAC,1,-1,SJTU,1,-1,UFC,11,-1,UMC,9,-1,CAMB,4,-1,src,11,-1,NUCLEA,10
Complex,simple,1060,-1,1060,combined0.3,-1,POST,6,-1,JMGR,8,-1,AMU,15,-1,CUUI,4,-1,IITB,1,-1,IPN,9,-1,NTHU,6,-1,PKU,4,-1,RAC,1,-1,SJTU,1,-1,UFC,9,-1,UMC,14,-1,CAMB,12,-1,src,9,-1,NUCLEA,13
Complex,simple,1104,-1,1104,combined0.3,-1,POST,1,-1,JMGR,1,-1,AMU,1,-1,CUUI,1,-1,IITB,1,-1,IPN,1,-1,NTHU,15,-1,PKU,13,-1,RAC,1,-1,SJTU,1,-1,UFC,1,-1,UMC,1,-1,CAMB,1,-1,src,1,-1,NUCLEA,14
Complex,simple,608,-1,608,combined0.3,-1,POST,6,-1,JMGR,6,-1,AMU,6,-1,CUUI,1,-1,IITB,1,-1,IPN,6,-1,NTHU,1,-1,PKU,6,-1,RAC,6,-1,SJTU,1,-1,UFC,6,-1,UMC,6,-1,CAMB,5,-1,src,6,-1,NUCLEA,6
Complex,simple,694,-1,694,combined0.3,-1,POST,3,-1,JMGR,3,-1,AMU,3,-1,CUUI,2,-1,IITB,9,-1,IPN,13,-1,NTHU,3,-1,PKU,11,-1,RAC,1,-1,SJTU,9,-1,UFC,13,-1,UMC,8,-1,CAMB,3,-1,src,13,-1,NUCLEA,12
Complex,simple,304,-1,304,combined0.3,-1,POST,13,-1,JMGR,9,-1,AMU,9,-1,CUUI,8,-1,IITB,1,-1,IPN,1,-1,NTHU,12,-1,PKU,9,-1,RAC,1,-1,SJTU,1,-1,UFC,1,-1,UMC,1,-1,CAMB,13,-1,src,1,-1,NUCLEA,15
Complex,simple,1019,-1,1019,combined0.3,-1,POST,13,-1,JMGR,3,-1,AMU,3,-1,CUUI,13,-1,IITB,3,-1,IPN,3,-1,NTHU,15,-1,PKU,2,-1,RAC,1,-1,SJTU,3,-1,UFC,3,-1,UMC,12,-1,CAMB,3,-1,src,3,-1,NUCLEA,3
Complex,simple,298,-1,298,combined0.3,-1,POST,1,-1,JMGR,2,-1,AMU,2,-1,CUUI,2,-1,IITB,2,-1,IPN,2,-1,NTHU,2,-1,PKU,2,-1,RAC,2,-1,SJTU,2,-1,UFC,2,-1,UMC,2,-1,CAMB,2,-1,src,2,-1,NUCLEA,15
Complex,simple,968,-1,968,combined0.3,-1,POST,12,-1,JMGR,12,-1,AMU,1,-1,CUUI,12,-1,IITB,1,-1,IPN,1,-1,NTHU,11,-1,PKU,1,-1,RAC,1,-1,SJTU,1,-1,UFC,1,-1,UMC,15,-1,CAMB,10,-1,src,1,-1,NUCLEA,9
Complex,simple,426,-1,426,combined0.3,-1,POST,9,-1,JMGR,1,-1,AMU,7,-1,CUUI,10,-1,IITB,5,-1,IPN,10,-1,NTHU,10,-1,PKU,1,-1,RAC,1,-1,SJTU,5,-1,UFC,10,-1,UMC,10,-1,CAMB,7,-1,src,10,-1,NUCLEA,1
Complex,simple,164,-1,164,combined0.3,-1,POST,1,-1,JMGR,1,-1,AMU,14,-1,CUUI,1,-1,IITB,1,-1,IPN,1,-1,NTHU,13,-1,PKU,1,-1,RAC,1,-1,SJTU,1,-1,UFC,1,-1,UMC,1,-1,CAMB,1,-1,src,1,-1,NUCLEA,15
Complex,simple,1207,-1,1207,combined0.3,-1,POST,8,-1,JMGR,3,-1,AMU,8,-1,CUUI,4,-1,IITB,1,-1,IPN,8,-1,NTHU,4,-1,PKU,8,-1,RAC,14,-1,SJTU,1,-1,UFC,4,-1,UMC,8,-1,CAMB,15,-1,src,8,-1,NUCLEA,4
Complex,simple,600,-1,600,combined0.3,-1,POST,1,-1,JMGR,13,-1,AMU,1,-1,CUUI,1,-1,IITB,1,-1,IPN,1,-1,NTHU,1,-1,PKU,1,-1,RAC,1,-1,SJTU,1,-1,UFC,1,-1,UMC,13,-1,CAMB,13,-1,src,1,-1,NUCLEA,1
Complex,simple,1031,-1,1031,combined0.3,-1,POST,9,-1,JMGR,5,-1,AMU,1,-1,CUUI,8,-1,IITB,1,-1,IPN,9,-1,NTHU,9,-1,PKU,9,-1,RAC,1,-1,SJTU,1,-1,UFC,9,-1,UMC,5,-1,CAMB,5,-1,src,9,-1,NUCLEA,9
Complex,simple,930,-1,930,combined0.3,-1,POST,13,-1,JMGR,2,-1,AMU,2,-1,CUUI,2,-1,IITB,2,-1,IPN,2,-1,NTHU,12,-1,PKU,2,-1,RAC,11,-1,SJTU,2,-1,UFC,2,-1,UMC,1,-1,CAMB,15,-1,src,2,-1,NUCLEA,14
Complex,simple,12,-1,12,combined0.3,-1,POST,3,-1,JMGR,3,-1,AMU,3,-1,CUUI,3,-1,IITB,3,-1,IPN,3,-1,NTHU,1,-1,PKU,3,-1,RAC,15,-1,SJTU,3,-1,UFC,3,-1,UMC,14,-1,CAMB,1,-1,src,3,-1,NUCLEA,3
Complex,simple,775,-1,775,combined0.3,-1,POST,8,-1,JMGR,1,-1,AMU,1,-1,CUUI,15,-1,IITB,1,-1,IPN,9,-1,NTHU,1,-1,PKU,7,-1,RAC,9,-1,SJTU,1,-1,UFC,9,-1,UMC,9,-1,CAMB,1,-1,src,9,-1,NUCLEA,14
Complex,simple,92,-1,92,combined0.3,-1,POST,1,-1,JMGR,1,-1,AMU,1,-1,CUUI,1,-1,IITB,1,-1,IPN,1,-1,NTHU,1,-1,PKU,1,-1,RAC,1,-1,SJTU,1,-1,UFC,1,-1,UMC,1,-1,CAMB,14,-1,src,1,-1,NUCLEA,15
Complex,simple,665,-1,665,combined0.3,-1,POST,8,-1,JMGR,1,-1,AMU,1,-1,CUUI,7,-1,IITB,1,-1,IPN,8,-1,NTHU,8,-1,PKU,8,-1,RAC,8,-1,SJTU,1,-1,UFC,8,-1,UMC,5,-1,CAMB,8,-1,src,8,-1,NUCLEA,6
Complex,simple,1177,-1,1177,combined0.3,-1,POST,3,-1,JMGR,9,-1,AMU,7,-1,CUUI,4,-1,IITB,2,-1,IPN,9,-1,NTHU,9,-1,PKU,5,-1,RAC,1,-1,SJTU,8,-1,UFC,9,-1,UMC,15,-1,CAMB,6,-1,src,9,-1,NUCLEA,14
Complex,simple,850,-1,850,combined0.3,-1,POST,1,-1,JMGR,4,-1,AMU,10,-1,CUUI,1,-1,IITB,4,-1,IPN,13,-1,NTHU,4,-1,PKU,4,-1,RAC,3,-1,SJTU,4,-1,UFC,13,-1,UMC,12,-1,CAMB,11,-1,src,13,-1,NUCLEA,4
Complex,simple,238,-1,238,combined0.3,-1,POST,1,-1,JMGR,13,-1,AMU,13,-1,CUUI,1,-1,IITB,1,-1,IPN,1,-1,NTHU,1,-1,PKU,1,-1,RAC,1,-1,SJTU,1,-1,UFC,1,-1,UMC,12,-1,CAMB,1,-1,src,1,-1,NUCLEA,13
Complex,simple,44,-1,44,combined0.3,-1,POST,13,-1,JMGR,6,-1,AMU,1,-1,CUUI,15,-1,IITB,1,-1,IPN,6,-1,NTHU,1,-1,PKU,6,-1,RAC,1,-1,SJTU,5,-1,UFC,6,-1,UMC,14,-1,CAMB,6,-1,src,6,-1,NUCLEA,12
Complex,simple,657,-1,657,combined0.3,-1,POST,10,-1,JMGR,13,-1,AMU,9,-1,CUUI,13,-1,IITB,2,-1,IPN,3,-1,NTHU,3,-1,PKU,1,-1,RAC,10,-1,SJTU,7,-1,UFC,3,-1,UMC,8,-1,CAMB,12,-1,src,3,-1,NUCLEA,15
Complex,simple,388,-1,388,combined0.3,-1,POST,3,-1,JMGR,1,-1,AMU,3,-1,CUUI,3,-1,IITB,3,-1,IPN,3,-1,NTHU,3,-1,PKU,3,-1,RAC,3,-1,SJTU,3,-1,UFC,3,-1,UMC,15,-1,CAMB,3,-1,src,3,-1,NUCLEA,1
Complex,simple,390,-1,390,combined0.3,-1,POST,12,-1,JMGR,2,-1,AMU,2,-1,CUUI,15,-1,IITB,2,-1,IPN,1,-1,NTHU,12,-1,PKU,2,-1,RAC,2,-1,SJTU,2,-1,UFC,2,-1,UMC,2,-1,CAMB,12,-1,src,2,-1,NUCLEA,2
Complex,simple,937,-1,937,combined0.3,-1,POST,12,-1,JMGR,12,-1,AMU,6,-1,CUUI,6,-1,IITB,4,-1,IPN,1,-1,NTHU,1,-1,PKU,10,-1,RAC,6,-1,SJTU,4,-1,UFC,12,-1,UMC,1,-1,CAMB,11,-1,src,12,-1,NUCLEA,6
Complex,simple,177,-1,177,combined0.3,-1,POST,1,-1,JMGR,1,-1,AMU,1,-1,CUUI,1,-1,IITB,1,-1,IPN,1,-1,NTHU,1,-1,PKU,1,-1,RAC,1,-1,SJTU,1,-1,UFC,1,-1,UMC,1,-1,CAMB,15,-1,src,1,-1,NUCLEA,1
Complex,simple,288,-1,288,combined0.3,-1,POST,1,-1,JMGR,1,-1,AMU,1,-1,CUUI,1,-1,IITB,1,-1,IPN,1,-1,NTHU,1,-1,PKU,1,-1,RAC,1,-1,SJTU,1,-1,UFC,1,-1,UMC,1,-1,CAMB,1,-1,src,1,-1,NUCLEA,15
Complex,simple,777,-1,777,combined0.3,-1,POST,8,-1,JMGR,8,-1,AMU,2,-1,CUUI,14,-1,IITB,2,-1,IPN,8,-1,NTHU,2,-1,PKU,1,-1,RAC,2,-1,SJTU,2,-1,UFC,8,-1,UMC,7,-1,CAMB,8,-1,src,8,-1,NUCLEA,15
Complex,simple,228,-1,228,combined0.3,-1,POST,12,-1,JMGR,1,-1,AMU,13,-1,CUUI,1,-1,IITB,1,-1,IPN,1,-1,NTHU,1,-1,PKU,1,-1,RAC,1,-1,SJTU,1,-1,UFC,1,-1,UMC,1,-1,CAMB,14,-1,src,1,-1,NUCLEA,15
Complex,simple,752,-1,752,combined0.3,-1,POST,4,-1,JMGR,4,-1,AMU,4,-1,CUUI,3,-1,IITB,1,-1,IPN,4,-1,NTHU,4,-1,PKU,4,-1,RAC,4,-1,SJTU,1,-1,UFC,4,-1,UMC,4,-1,CAMB,15,-1,src,4,-1,NUCLEA,4
Complex,simple,1148,-1,1148,combined0.3,-1,POST,2,-1,JMGR,2,-1,AMU,2,-1,CUUI,2,-1,IITB,2,-1,IPN,2,-1,NTHU,2,-1,PKU,2,-1,RAC,2,-1,SJTU,2,-1,UFC,2,-1,UMC,2,-1,CAMB,15,-1,src,2,-1,NUCLEA,1
Complex,simple,782,-1,782,combined0.3,-1,POST,13,-1,JMGR,2,-1,AMU,2,-1,CUUI,11,-1,IITB,2,-1,IPN,2,-1,NTHU,15,-1,PKU,13,-1,RAC,2,-1,SJTU,2,-1,UFC,2,-1,UMC,1,-1,CAMB,12,-1,src,2,-1,NUCLEA,2
Complex,simple,664,-1,664,combined0.3,-1,POST,10,-1,JMGR,11,-1,AMU,13,-1,CUUI,15,-1,IITB,1,-1,IPN,1,-1,NTHU,8,-1,PKU,1,-1,RAC,1,-1,SJTU,1,-1,UFC,1,-1,UMC,12,-1,CAMB,8,-1,src,1,-1,NUCLEA,13
Complex,simple,576,-1,576,combined0.3,-1,POST,4,-1,JMGR,4,-1,AMU,4,-1,CUUI,4,-1,IITB,1,-1,IPN,4,-1,NTHU,4,-1,PKU,4,-1,RAC,4,-1,SJTU,1,-1,UFC,4,-1,UMC,4,-1,CAMB,3,-1,src,4,-1,NUCLEA,15
Complex,simple,843,-1,843,combined0.3,-1,POST,5,-1,JMGR,5,-1,AMU,1,-1,CUUI,5,-1,IITB,1,-1,IPN,5,-1,NTHU,5,-1,PKU,1,-1,RAC,5,-1,SJTU,1,-1,UFC,5,-1,UMC,14,-1,CAMB,15,-1,src,5,-1,NUCLEA,5
